"","seqn","riagendr","ridageyr","ridreth1","ridreth3","dmdborn4","dmdeduc3","dmdeduc2","indhhin2"
"605",84726,1,33,5,6,2,NA,5,15
"606",84727,1,80,3,3,1,NA,2,1
"607",84732,1,80,3,3,1,NA,2,7
"608",84734,2,36,3,3,1,NA,3,7
"609",84735,1,59,3,3,1,NA,4,5
"610",84736,2,54,4,4,1,NA,4,6
"611",84738,1,45,3,3,1,NA,3,14
"612",84741,2,63,4,4,1,NA,4,3
"613",84742,2,80,3,3,1,NA,5,4
"614",84745,2,42,1,1,2,NA,1,9
"615",84747,2,66,3,3,1,NA,4,5
"616",84748,1,22,2,2,1,NA,4,15
"617",84751,1,54,3,3,1,NA,4,6
"618",84752,1,62,3,3,1,NA,3,8
"619",84753,1,33,3,3,1,NA,1,8
"620",84754,1,70,3,3,1,NA,2,3
"621",84755,2,65,5,6,2,NA,5,15
"622",84756,1,36,5,6,2,NA,5,15
"623",84757,1,56,3,3,1,NA,4,15
"624",84759,2,34,1,1,2,NA,4,4
"625",84760,2,23,3,3,1,NA,3,8
"626",84763,2,56,1,1,2,NA,1,6
"627",84764,1,41,5,6,1,NA,5,15
"628",84765,2,44,2,2,2,NA,2,6
"629",84766,2,40,4,4,1,NA,4,15
"630",84767,1,20,4,4,1,NA,4,7
"631",84768,2,33,1,1,1,NA,3,14
"632",84770,1,52,4,4,1,NA,4,4
"633",84771,1,31,5,6,2,NA,5,10
"634",84774,2,48,4,4,1,NA,3,99
"635",84775,1,28,4,4,1,NA,4,7
"636",84776,1,47,4,4,1,NA,4,7
"637",84777,1,43,4,4,1,NA,2,10
"638",84778,2,20,4,4,1,NA,4,6
"639",84780,2,29,2,2,1,NA,4,7
"640",84783,2,47,2,2,2,NA,1,7
"641",84784,1,42,1,1,2,NA,3,10
"642",84785,1,66,3,3,1,NA,4,7
"643",84786,2,50,3,3,1,NA,4,14
"644",84787,2,78,4,4,1,NA,3,6
"645",84788,1,71,3,3,1,NA,2,14
"646",84790,1,41,1,1,2,NA,1,4
"647",84791,1,20,4,4,1,NA,4,15
"648",84793,1,28,3,3,1,NA,4,7
"649",84795,2,38,3,3,1,NA,5,15
"650",84796,2,51,3,3,1,NA,5,15
"651",84797,2,25,3,3,1,NA,4,15
"652",84800,1,19,1,1,2,13,NA,3
"653",84802,2,76,3,3,1,NA,4,7
"654",84803,1,44,3,3,1,NA,4,8
"655",84804,1,71,4,4,1,NA,3,9
"656",84805,2,53,4,4,1,NA,2,4
"657",84806,1,18,5,6,2,11,NA,15
"658",84808,1,45,5,6,2,NA,5,15
"659",84810,1,18,4,4,1,11,NA,6
"660",84813,1,31,3,3,1,NA,3,10
"661",84816,2,28,3,3,1,NA,4,14
"662",84817,1,75,1,1,1,NA,5,14
"663",84818,2,33,3,3,1,NA,4,8
"664",84820,1,44,4,4,1,NA,4,15
"665",84825,2,41,4,4,1,NA,4,7
"666",84826,2,45,5,6,2,NA,3,6
"667",84828,2,61,2,2,2,NA,5,2
"668",84829,1,24,3,3,1,NA,4,15
"669",84830,1,25,3,3,1,NA,5,1
"670",84831,1,54,1,1,2,NA,1,5
"671",84832,1,58,3,3,1,NA,5,7
"672",84833,2,32,4,4,1,NA,4,15
"673",84835,1,39,4,4,1,NA,2,8
"674",84837,2,45,1,1,2,NA,2,7
"675",84838,1,23,5,6,2,NA,5,15
"676",84841,2,27,4,4,1,NA,3,1
"677",84842,1,50,1,1,2,NA,3,10
"678",84843,1,24,5,6,1,NA,5,6
"679",84846,1,24,5,6,2,NA,5,6
"680",84847,2,28,1,1,1,NA,3,9
"681",84849,1,36,4,4,1,NA,4,7
"682",84850,2,53,1,1,2,NA,1,5
"683",84852,2,28,3,3,1,NA,4,6
"684",84854,2,51,2,2,2,NA,3,NA
"685",84859,2,42,4,4,1,NA,5,9
"686",84862,2,56,3,3,1,NA,4,9
"687",84865,1,26,3,3,1,NA,4,7
"688",84866,1,33,1,1,2,NA,2,10
"689",84867,2,62,2,2,1,NA,3,3
"690",84868,1,40,4,4,1,NA,3,NA
"691",84869,2,54,3,3,1,NA,5,14
"692",84870,1,33,5,6,2,NA,5,NA
"693",84872,1,32,1,1,2,NA,2,7
"694",84874,1,22,2,2,1,NA,4,7
"695",84878,1,46,2,2,2,NA,1,7
"696",84879,2,35,1,1,1,NA,2,4
"697",84880,2,44,4,4,1,NA,5,10
"698",84885,2,61,4,4,1,NA,4,77
"699",84887,2,42,1,1,2,NA,1,99
"700",84891,2,52,5,6,2,NA,2,7
"701",84893,2,46,4,4,1,NA,4,12
"702",84894,2,73,3,3,1,NA,5,15
"703",84895,2,80,5,7,1,NA,3,3
"704",84896,1,22,5,6,1,NA,3,6
"705",84899,2,32,3,3,1,NA,4,8
"706",84900,1,45,3,3,1,NA,5,15
"707",84901,2,61,2,2,2,NA,3,5
"708",84902,2,67,2,2,2,NA,3,2
"709",84904,2,48,5,6,2,NA,5,10
"710",84905,2,18,5,6,1,13,NA,NA
"711",84906,1,53,3,3,1,NA,4,6
"712",84910,2,51,2,2,2,NA,4,9
"713",84912,1,57,1,1,2,NA,5,6
"714",84913,2,47,1,1,2,NA,2,9
"715",84914,2,52,3,3,1,NA,2,3
"716",84915,2,45,1,1,1,NA,4,9
"717",84916,1,38,4,4,1,NA,2,2
"718",84917,1,32,1,1,1,NA,2,9
"719",84919,1,61,1,1,1,NA,1,6
"720",84920,1,35,4,4,1,NA,2,6
"721",84921,1,54,4,4,2,NA,1,7
"722",84923,2,66,4,4,1,NA,4,4
"723",84924,2,28,3,3,1,NA,5,14
"724",84926,1,40,3,3,1,NA,3,6
"725",84927,2,43,3,3,1,NA,5,9
"726",84929,2,67,2,2,2,NA,1,6
"727",84930,1,49,4,4,1,NA,3,6
"728",84931,1,30,4,4,1,NA,3,15
"729",84932,1,60,4,4,2,NA,1,7
"730",84933,1,30,3,3,1,NA,3,6
"731",84934,1,57,1,1,2,NA,1,15
"732",84935,1,26,3,3,1,NA,3,15
"733",84937,2,26,4,4,1,NA,2,3
"734",84938,1,77,5,7,1,NA,3,8
"735",84940,1,52,5,6,2,NA,5,15
"736",84943,1,19,2,2,1,13,NA,10
"737",84944,2,60,3,3,1,NA,4,3
"738",84945,2,30,4,4,1,NA,5,15
"739",84946,2,38,2,2,2,NA,1,3
"740",84947,1,24,3,3,1,NA,4,6
"741",84948,2,41,4,4,1,NA,5,14
"742",84949,2,78,4,4,1,NA,4,6
"743",84950,1,48,5,6,2,NA,5,15
"744",84952,2,68,5,6,2,NA,3,10
"745",84954,2,64,4,4,1,NA,5,6
"746",84956,2,43,3,3,1,NA,4,14
"747",84957,1,21,4,4,1,NA,4,15
"748",84960,2,35,1,1,2,NA,2,7
"749",84962,2,57,4,4,1,NA,5,15
"750",84964,2,22,1,1,2,NA,3,7
"751",84966,1,48,4,4,1,NA,4,15
"752",84967,1,76,3,3,1,NA,4,9
"753",84969,1,60,4,4,1,NA,5,15
"754",84970,1,51,2,2,2,NA,1,1
"755",84972,2,74,2,2,2,NA,4,3
"756",84973,2,18,3,3,1,12,NA,7
"757",84974,2,28,3,3,1,NA,4,10
"758",84976,1,31,3,3,1,NA,2,6
"759",84977,1,29,3,3,2,NA,5,15
"760",84978,2,60,2,2,2,NA,2,6
"761",84979,2,63,4,4,2,NA,3,14
"762",84980,1,54,1,1,1,NA,4,1
"763",84982,1,26,1,1,2,NA,1,6
"764",84985,2,26,2,2,1,NA,3,15
"765",84988,1,52,1,1,2,NA,1,1
"766",84989,2,37,5,7,1,NA,3,15
"767",84990,2,33,1,1,1,NA,5,14
"768",84992,1,68,4,4,1,NA,3,6
"769",84995,2,68,3,3,1,NA,3,2
"770",84997,2,29,5,6,2,NA,5,15
"771",84998,2,58,4,4,1,NA,4,5
"772",85000,1,80,3,3,1,NA,3,NA
"773",85001,2,19,4,4,1,11,NA,13
"774",85002,2,80,1,1,2,NA,1,NA
"775",85003,2,57,1,1,2,NA,1,7
"776",85006,2,43,4,4,1,NA,5,15
"777",85007,1,47,3,3,1,NA,4,6
"778",85009,2,25,1,1,2,NA,3,12
"779",85010,2,20,5,7,1,NA,4,14
"780",85014,1,42,4,4,1,NA,3,14
"781",85016,2,50,5,6,2,NA,4,2
"782",85017,1,76,4,4,1,NA,5,15
"783",85019,2,36,4,4,1,NA,2,6
"784",85020,2,18,3,3,1,13,NA,7
"785",85022,1,61,3,3,1,NA,4,12
"786",85024,1,49,3,3,1,NA,5,15
"787",85028,2,51,3,3,1,NA,2,NA
"788",85031,2,67,3,3,1,NA,2,6
"789",85033,2,70,2,2,2,NA,1,4
"790",85034,2,67,1,1,2,NA,1,5
"791",85035,2,80,2,2,1,NA,1,3
"792",85037,1,60,1,1,1,NA,3,14
"793",85039,2,69,2,2,2,NA,2,4
"794",85040,2,25,1,1,2,NA,1,7
"795",85041,2,78,2,2,2,NA,2,5
"796",85042,1,23,1,1,2,NA,1,5
"797",85043,1,26,4,4,1,NA,4,3
"798",85048,1,34,5,6,2,NA,5,NA
"799",85049,1,52,4,4,1,NA,4,14
"800",85051,1,67,3,3,1,NA,3,5
"801",85052,1,34,4,4,1,NA,3,9
"802",85053,1,58,5,6,2,NA,2,14
"803",85054,1,62,3,3,1,NA,4,NA
"804",85055,2,39,3,3,1,NA,4,15
"805",85057,1,67,3,3,2,NA,4,14
"806",85060,1,55,1,1,1,NA,3,14
"807",85061,1,70,5,6,2,NA,3,3
"808",85062,1,57,5,6,2,NA,5,14
"809",85063,2,26,4,4,2,NA,3,10
"810",85064,1,70,3,3,1,NA,3,3
"811",85066,1,49,2,2,2,NA,2,14
"812",85067,1,80,3,3,1,NA,4,9
"813",85069,2,74,5,6,2,NA,5,5
"814",85073,2,41,1,1,2,NA,1,3
"815",85074,2,23,5,6,2,NA,4,15
"816",85075,2,41,2,2,2,NA,3,4
"817",85076,2,36,1,1,1,NA,4,NA
"818",85077,1,70,1,1,1,NA,2,4
"819",85079,2,74,4,4,2,NA,1,10
"820",85087,1,21,2,2,2,NA,4,15
"821",85088,2,68,3,3,1,NA,3,5
"822",85092,1,26,3,3,1,NA,5,15
"823",85093,2,61,3,3,1,NA,2,14
"824",85095,2,22,2,2,2,NA,3,14
"825",85096,2,18,5,7,1,11,NA,NA
"826",85098,2,68,1,1,2,NA,1,6
"827",85101,1,63,1,1,1,NA,3,6
"828",85103,1,51,1,1,1,NA,5,15
"829",85104,2,29,1,1,2,NA,2,9
"830",85106,1,64,1,1,2,NA,1,6
"831",85107,1,24,2,2,2,NA,2,5
"832",85109,1,65,3,3,1,NA,5,12
"833",85110,1,41,3,3,1,NA,5,15
"834",85111,2,49,2,2,2,NA,5,8
"835",85113,1,21,4,4,1,NA,3,8
"836",85114,2,22,2,2,1,NA,4,8
"837",85115,1,54,5,6,2,NA,3,NA
"838",85117,1,37,3,3,1,NA,5,5
"839",85118,2,45,3,3,1,NA,4,9
"840",85119,1,78,5,6,2,NA,5,6
"841",85120,1,65,3,3,2,NA,2,NA
"842",85126,2,39,3,3,1,NA,4,15
"843",85127,1,35,4,4,1,NA,3,8
"844",85128,1,65,3,3,1,NA,5,15
"845",85131,2,24,3,3,1,NA,4,15
"846",85132,2,31,2,2,1,NA,5,15
"847",85137,1,61,1,1,2,NA,1,9
"848",85138,2,31,3,3,1,NA,4,3
"849",85142,1,71,1,1,1,NA,1,6
"850",85143,1,67,3,3,1,NA,4,NA
"851",85145,1,35,3,3,1,NA,4,9
"852",85147,2,25,1,1,1,NA,2,2
"853",85148,1,45,1,1,2,NA,3,7
"854",85149,1,66,4,4,1,NA,4,4
"855",85152,2,72,3,3,1,NA,4,8
"856",85154,2,47,4,4,1,NA,2,3
"857",85155,2,50,2,2,1,NA,5,10
"858",85156,2,73,4,4,1,NA,1,2
"859",85157,1,53,3,3,1,NA,3,1
"860",85158,2,44,5,6,2,NA,4,8
"861",85159,2,31,4,4,1,NA,3,8
"862",85160,2,26,3,3,1,NA,4,4
"863",85161,2,66,3,3,1,NA,5,8
"864",85163,1,29,1,1,1,NA,4,8
"865",85164,1,39,4,4,2,NA,4,10
"866",85166,2,53,1,1,2,NA,2,12
"867",85168,1,27,1,1,1,NA,3,7
"868",85169,1,54,5,6,2,NA,2,8
"869",85170,2,80,4,4,1,NA,5,14
"870",85171,2,29,2,2,1,NA,4,14
"871",85173,2,45,2,2,2,NA,1,3
"872",85176,1,19,1,1,1,15,NA,14
"873",85177,2,66,2,2,1,NA,3,5
"874",85179,2,20,3,3,1,NA,4,15
"875",85181,1,48,1,1,2,NA,3,12
"876",85183,1,33,1,1,1,NA,4,7
"877",85187,2,67,3,3,1,NA,4,6
"878",85189,1,73,3,3,1,NA,2,5
"879",85190,2,29,1,1,2,NA,3,6
"880",85192,2,53,3,3,1,NA,4,12
"881",85193,2,36,5,6,2,NA,4,15
"882",85194,2,38,2,2,2,NA,3,8
"883",85197,1,60,4,4,2,NA,3,6
"884",85198,1,55,1,1,2,NA,3,9
"885",85200,2,46,1,1,1,NA,4,15
"886",85202,1,34,2,2,2,NA,4,5
"887",85203,2,71,1,1,1,NA,5,7
"888",85204,2,20,2,2,1,NA,3,2
"889",85205,1,25,1,1,2,NA,3,7
"890",85209,2,43,3,3,2,NA,4,9
"891",85211,1,42,5,6,2,NA,5,15
"892",85212,1,80,5,6,2,NA,4,15
"893",85213,1,52,1,1,1,NA,4,12
"894",85214,1,26,4,4,1,NA,4,10
"895",85215,1,65,4,4,1,NA,3,2
"896",85216,2,65,4,4,1,NA,4,3
"897",85217,1,31,5,6,2,NA,3,9
"898",85218,1,32,3,3,1,NA,5,NA
"899",85219,1,75,3,3,1,NA,4,5
"900",85220,1,47,4,4,1,NA,2,8
"901",85222,2,35,3,3,1,NA,4,8
"902",85224,2,48,1,1,1,NA,4,14
"903",85228,1,19,1,1,1,13,NA,3
"904",85229,2,29,3,3,1,NA,5,15
"905",85230,2,55,3,3,1,NA,3,4
"906",85231,2,40,2,2,2,NA,1,6
"907",85232,2,66,5,6,2,NA,4,15
"908",85233,2,52,3,3,1,NA,3,5
"909",85234,1,32,2,2,2,NA,4,5
"910",85236,2,78,1,1,1,NA,1,12
"911",85238,1,80,3,3,1,NA,2,5
"912",85239,2,55,3,3,1,NA,3,2
"913",85241,2,52,3,3,1,NA,5,15
"914",85243,2,43,2,2,1,NA,4,10
"915",85244,2,43,2,2,2,NA,1,6
"916",85245,2,71,3,3,1,NA,4,NA
"917",85246,1,23,1,1,2,NA,4,7
"918",85249,2,53,4,4,1,NA,3,14
"919",85250,2,70,1,1,1,NA,3,6
"920",85252,2,22,4,4,1,NA,4,4
"921",85253,1,57,2,2,2,NA,4,8
"922",85256,2,27,3,3,1,NA,4,7
"923",85257,1,59,3,3,1,NA,3,8
"924",85259,1,38,3,3,1,NA,3,6
"925",85260,1,18,1,1,1,13,NA,4
"926",85261,1,62,4,4,1,NA,3,NA
"927",85262,2,80,3,3,2,NA,2,10
"928",85263,1,46,3,3,1,NA,4,8
"929",85264,2,26,3,3,1,NA,5,7
"930",85266,1,70,2,2,1,NA,4,15
"931",85269,2,69,2,2,1,NA,5,7
"932",85270,1,52,3,3,1,NA,5,15
"933",85274,2,72,2,2,2,NA,9,2
"934",85275,2,80,4,4,1,NA,4,4
"935",85278,1,78,3,3,1,NA,5,8
"936",85279,1,50,5,7,1,NA,2,4
"937",85281,1,35,3,3,1,NA,3,15
"938",85283,2,80,2,2,2,NA,1,77
"939",85284,2,20,3,3,1,NA,4,15
"940",85285,1,80,4,4,1,NA,1,13
"941",85286,2,18,5,7,1,14,NA,2
"942",85287,1,69,4,4,1,NA,2,5
"943",85288,2,55,3,3,1,NA,3,8
"944",85290,2,22,4,4,2,NA,4,10
"945",85291,1,48,4,4,1,NA,4,15
"946",85292,1,68,3,3,1,NA,5,9
"947",85293,2,29,5,6,2,NA,5,14
"948",85294,2,65,1,1,1,NA,4,15
"949",85295,2,51,2,2,2,NA,1,77
"950",85296,1,78,3,3,1,NA,2,7
"951",85297,2,19,1,1,2,15,NA,7
"952",85298,1,79,3,3,1,NA,1,4
"953",85299,2,65,3,3,1,NA,5,8
"954",85302,2,46,3,3,1,NA,3,10
"955",85303,2,45,4,4,1,NA,4,99
"956",85304,1,68,4,4,1,NA,3,6
"957",85305,1,30,5,6,1,NA,5,9
"958",85308,2,74,4,4,1,NA,4,5
"959",85309,2,23,1,1,1,NA,4,99
"960",85310,2,72,5,6,2,NA,1,NA
"961",85312,1,20,4,4,1,NA,4,NA
"962",85314,1,69,4,4,1,NA,3,NA
"963",85315,1,32,2,2,2,NA,3,10
"964",85316,1,45,3,3,1,NA,5,15
"965",85317,1,35,3,3,1,NA,3,7
"966",85318,2,60,1,1,1,NA,3,9
"967",85319,2,42,2,2,2,NA,3,6
"968",85320,1,71,3,3,1,NA,5,15
"969",85322,2,63,1,1,1,NA,3,6
"970",85324,1,48,3,3,2,NA,4,6
"971",85325,2,59,3,3,1,NA,4,15
"972",85327,2,58,3,3,1,NA,4,10
"973",85332,1,62,2,2,2,NA,4,6
"974",85334,1,49,3,3,1,NA,5,14
"975",85335,1,79,3,3,1,NA,2,6
"976",85337,2,43,4,4,1,NA,4,14
"977",85338,1,43,5,6,2,NA,4,NA
"978",85339,1,45,5,6,2,NA,5,15
"979",85341,2,37,4,4,1,NA,5,4
"980",85343,2,21,1,1,2,NA,3,6
"981",85345,2,75,3,3,1,NA,5,8
"982",85346,2,76,2,2,1,NA,1,2
"983",85348,1,59,1,1,1,NA,2,9
"984",85351,2,51,2,2,2,NA,4,15
"985",85352,2,38,1,1,1,NA,3,5
"986",85354,2,45,4,4,1,NA,3,14
"987",85355,1,22,3,3,1,NA,4,15
"988",85356,1,43,4,4,1,NA,4,14
"989",85357,1,60,3,3,1,NA,2,99
"990",85358,1,78,1,1,1,NA,2,8
"991",85360,1,58,2,2,2,NA,5,NA
"992",85361,2,43,1,1,2,NA,1,6
"993",85362,2,20,3,3,1,NA,4,7
"994",85363,2,66,5,6,2,NA,2,14
"995",85366,1,32,2,2,1,NA,3,2
"996",85367,2,49,4,4,2,NA,5,10
"997",85368,2,52,4,4,2,NA,3,9
"998",85369,1,31,3,3,2,NA,5,8
"999",85370,2,62,4,4,1,NA,4,3
"1000",85374,1,43,1,1,2,NA,2,6
"1001",85375,2,80,3,3,1,NA,2,4
"1002",85376,2,21,4,4,1,NA,3,8
"1003",85377,2,60,4,4,1,NA,4,9
"1004",85379,2,80,1,1,2,NA,3,77
"1005",85380,2,55,3,3,1,NA,3,8
"1006",85381,1,22,5,6,1,NA,3,10
"1007",85382,2,18,2,2,2,10,NA,8
"1008",85384,2,32,5,7,1,NA,5,NA
"1009",85386,1,25,4,4,1,NA,3,5
"1010",85388,1,18,3,3,1,11,NA,8
"1011",85390,2,23,1,1,1,NA,3,9
"1012",85392,1,18,5,7,1,13,NA,14
"1013",85393,2,80,4,4,2,NA,1,3
"1014",85394,1,34,5,7,1,NA,3,10
"1015",85395,2,24,3,3,1,NA,5,9
"1016",85396,2,33,5,6,2,NA,5,99
"1017",85398,2,65,5,6,2,NA,5,14
"1018",85399,2,35,3,3,1,NA,4,6
"1019",85400,1,27,3,3,1,NA,5,NA
"1020",85401,2,46,1,1,1,NA,4,6
"1021",85402,1,80,5,7,2,NA,4,5
"1022",85404,2,77,3,3,1,NA,3,13
"1023",85406,1,71,1,1,1,NA,3,4
"1024",85407,2,31,5,6,2,NA,5,10
"1025",85408,2,30,5,7,1,NA,4,7
"1026",85409,1,31,2,2,1,NA,4,14
"1027",85411,1,22,3,3,1,NA,4,NA
"1028",85412,2,26,5,6,2,NA,5,7
"1029",85415,2,41,4,4,1,NA,2,NA
"1030",85419,1,32,5,7,1,NA,4,8
"1031",85420,2,21,5,6,1,NA,4,10
"1032",85422,2,75,4,4,1,NA,2,12
"1033",85423,2,65,3,3,1,NA,3,5
"1034",85424,1,75,3,3,1,NA,3,3
"1035",85425,1,80,3,3,1,NA,2,13
"1036",85426,2,36,4,4,1,NA,5,8
"1037",85427,1,28,5,6,2,NA,5,15
"1038",85429,2,68,3,3,1,NA,2,99
"1039",85431,2,47,1,1,1,NA,2,6
"1040",85435,1,26,3,3,1,NA,5,15
"1041",85436,2,31,5,6,2,NA,3,77
"1042",85437,2,34,4,4,1,NA,4,3
"1043",85438,2,45,3,3,1,NA,4,15
"1044",85441,2,66,5,6,2,NA,5,15
"1045",85442,1,64,5,6,2,NA,5,15
"1046",85443,2,48,3,3,1,NA,3,14
"1047",85444,2,56,2,2,1,NA,1,5
"1048",85445,2,75,1,1,1,NA,2,3
"1049",85448,2,80,3,3,1,NA,2,7
"1050",85450,1,74,3,3,1,NA,5,5
"1051",85451,2,53,3,3,1,NA,4,14
"1052",85453,2,42,2,2,1,NA,2,6
"1053",85454,2,55,5,7,1,NA,5,14
"1054",85456,1,68,3,3,1,NA,3,4
"1055",85457,2,70,3,3,1,NA,5,15
"1056",85458,1,27,1,1,2,NA,1,8
"1057",85463,2,48,5,6,2,NA,1,10
"1058",85464,1,67,1,1,1,NA,1,77
"1059",85465,2,66,1,1,1,NA,2,5
"1060",85467,1,67,3,3,1,NA,3,3
"1061",85468,2,46,5,6,2,NA,4,10
"1062",85469,1,71,3,3,1,NA,4,6
"1063",85470,2,63,1,1,2,NA,1,2
"1064",85471,1,63,5,6,2,NA,2,4
"1065",85472,1,68,5,6,2,NA,2,14
"1066",85474,2,57,1,1,2,NA,1,8
"1067",85476,2,30,2,2,2,NA,3,8
"1068",85477,2,44,1,1,1,NA,4,7
"1069",85479,1,77,5,7,1,NA,4,6
"1070",85480,2,18,1,1,1,11,NA,3
"1071",85481,1,51,4,4,1,NA,3,9
"1072",85483,2,32,3,3,1,NA,4,6
"1073",85484,1,29,1,1,2,NA,1,7
"1074",85485,1,56,1,1,1,NA,4,10
"1075",85487,1,34,4,4,1,NA,3,5
"1076",85488,1,23,4,4,1,NA,3,4
"1077",85489,1,22,3,3,1,NA,5,6
"1078",85490,1,78,3,3,1,NA,2,6
"1079",85491,1,62,3,3,1,NA,2,5
"1080",85492,2,22,3,3,1,NA,4,8
"1081",85493,2,80,4,4,1,NA,5,12
"1082",85496,1,43,3,3,1,NA,4,15
"1083",85497,2,34,1,1,1,NA,4,14
"1084",85499,2,61,3,3,1,NA,4,3
"1085",85501,2,66,1,1,2,NA,3,NA
"1086",85503,2,75,3,3,1,NA,5,NA
"1087",85505,2,18,2,2,1,13,NA,7
"1088",85508,2,50,2,2,2,NA,4,5
"1089",85510,2,60,1,1,1,NA,4,77
"1090",85511,1,25,3,3,1,NA,5,7
"1091",85515,2,21,4,4,1,NA,4,14
"1092",85516,2,59,1,1,2,NA,3,12
"1093",85517,2,80,3,3,1,NA,4,6
"1094",85518,2,32,5,6,2,NA,5,15
"1095",85521,2,71,3,3,1,NA,4,6
"1096",85522,2,50,2,2,2,NA,2,14
"1097",85523,1,45,3,3,1,NA,4,15
"1098",85525,2,40,1,1,2,NA,1,4
"1099",85527,2,40,1,1,2,NA,5,14
"1100",85529,2,65,2,2,2,NA,4,8
"1101",85530,2,77,4,4,2,NA,4,99
"1102",85531,1,37,5,7,1,NA,4,6
"1103",85535,1,35,4,4,2,NA,4,3
"1104",85536,1,70,1,1,2,NA,1,2
"1105",85537,2,25,2,2,1,NA,5,12
"1106",85538,2,80,1,1,1,NA,1,4
"1107",85541,2,63,2,2,1,NA,4,15
"1108",85542,1,20,1,1,1,NA,2,4
"1109",85543,2,74,5,6,2,NA,5,15
"1110",85545,1,74,5,7,1,NA,4,14
"1111",85546,2,18,5,6,2,15,NA,2
"1112",85548,1,38,1,1,2,NA,1,12
"1113",85549,2,64,4,4,1,NA,3,3
"1114",85551,1,27,5,6,1,NA,5,12
"1115",85552,2,61,3,3,1,NA,3,9
"1116",85553,2,75,3,3,1,NA,4,6
"1117",85555,1,70,4,4,2,NA,3,99
"1118",85556,2,24,5,6,2,NA,3,4
"1119",85557,1,38,1,1,1,NA,2,7
"1120",85562,1,73,2,2,2,NA,5,10
"1121",85563,1,21,4,4,1,NA,4,NA
"1122",85564,2,72,2,2,2,NA,4,6
"1123",85565,2,18,1,1,1,11,NA,8
"1124",85566,2,42,3,3,1,NA,4,6
"1125",85571,1,61,2,2,1,NA,3,7
"1126",85573,1,33,3,3,1,NA,5,15
"1127",85576,1,73,3,3,1,NA,4,7
"1128",85577,1,50,1,1,2,NA,3,7
"1129",85578,2,62,5,6,2,NA,5,10
"1130",85580,2,48,4,4,1,NA,4,7
"1131",85584,1,47,3,3,1,NA,4,15
"1132",85585,2,80,4,4,1,NA,4,12
"1133",85586,1,52,3,3,1,NA,2,2
"1134",85587,2,49,3,3,1,NA,5,9
"1135",85588,1,25,5,6,2,NA,5,7
"1136",85589,1,29,2,2,1,NA,3,15
"1137",85591,2,18,5,6,1,15,NA,6
"1138",85594,1,74,3,3,1,NA,5,15
"1139",85597,1,71,1,1,2,NA,1,14
"1140",85598,1,63,4,4,1,NA,2,15
"1141",85599,2,21,5,7,1,NA,4,13
"1142",85601,2,18,1,1,1,13,NA,6
"1143",85603,1,33,4,4,2,NA,5,4
"1144",85604,1,30,3,3,1,NA,3,2
"1145",85611,2,20,5,6,2,NA,3,8
"1146",85613,2,37,2,2,2,NA,5,1
"1147",85614,2,55,3,3,1,NA,3,6
"1148",85618,2,53,3,3,1,NA,5,8
"1149",85621,2,19,2,2,1,10,NA,1
"1150",85624,2,72,4,4,1,NA,3,5
"1151",85625,1,80,3,3,1,NA,5,15
"1152",85626,1,72,2,2,2,NA,1,3
"1153",85627,2,35,3,3,1,NA,3,9
"1154",85628,2,62,1,1,1,NA,4,15
"1155",85630,1,42,3,3,1,NA,4,10
"1156",85631,2,20,2,2,2,NA,3,14
"1157",85632,1,80,3,3,1,NA,4,10
"1158",85634,1,46,5,7,2,NA,5,77
"1159",85635,1,57,2,2,2,NA,5,14
"1160",85636,1,52,5,6,2,NA,4,8
"1161",85641,2,69,4,4,1,NA,4,14
"1162",85642,1,31,4,4,1,NA,5,8
"1163",85643,1,67,3,3,1,NA,2,6
"1164",85644,1,18,5,6,1,11,NA,1
"1165",85647,2,75,3,3,1,NA,4,10
"1166",85648,1,67,4,4,1,NA,4,2
"1167",85649,2,43,3,3,1,NA,4,3
"1168",85651,1,33,4,4,1,NA,3,7
"1169",85655,2,27,2,2,2,NA,5,6
"1170",85656,2,34,3,3,1,NA,5,12
"1171",85659,2,24,4,4,1,NA,3,15
"1172",85660,1,54,5,6,1,NA,5,15
"1173",85661,2,36,3,3,1,NA,2,9
"1174",85662,2,69,1,1,2,NA,1,3
"1175",85663,1,62,2,2,1,NA,4,2
"1176",85664,2,58,3,3,1,NA,5,15
"1177",85667,1,38,1,1,1,NA,3,8
"1178",85668,1,78,4,4,1,NA,4,8
"1179",85669,1,78,3,3,1,NA,3,8
"1180",85670,1,45,4,4,1,NA,3,7
"1181",85672,2,63,4,4,1,NA,3,4
"1182",85674,1,61,4,4,1,NA,4,15
"1183",85675,1,22,3,3,1,NA,4,15
"1184",85676,2,32,4,4,1,NA,4,10
"1185",85678,1,30,3,3,1,NA,4,15
"1186",85679,1,80,3,3,2,NA,5,8
"1187",85681,1,65,2,2,1,NA,4,6
"1188",85682,1,32,5,7,1,NA,2,9
"1189",85683,2,69,3,3,1,NA,5,15
"1190",85684,1,61,2,2,2,NA,5,77
"1191",85685,1,67,1,1,2,NA,4,10
"1192",85691,1,66,5,6,2,NA,4,9
"1193",85692,2,25,1,1,2,NA,5,14
"1194",85696,2,32,2,2,1,NA,2,8
"1195",85697,1,80,4,4,1,NA,1,2
"1196",85700,2,77,3,3,1,NA,4,9
"1197",85701,2,67,5,6,2,NA,1,5
"1198",85702,2,40,1,1,1,NA,3,7
"1199",85704,1,46,3,3,1,NA,5,14
"1200",85706,2,28,1,1,2,NA,2,15
